payment_id,payment_method,payment_status,payment_amount
29704_1,Discover,Paid,508.0
29705_1,MasterCard,Pending,1050.0
29706_1,Visa,Paid,156.0
29707_1,Cash,Pending,416.0
29708_1,MasterCard,Pending,832.0
29709_1,Cash,Pending,288.0
29710_1,Cash,Pending,450.0
29711_1,MasterCard,Pending,80.0
29712_1,Visa,Paid,150.0
29713_1,MasterCard,Paid,600.0
29714_1,Amex,Pending,215.0
29715_1,MasterCard,Pending,410.0
29716_1,Discover,Pending,375.0
29717_1,Amex,Paid,705.0
29718_1,Cash,Pending,252.0
29719_1,Amex,Paid,508.0
29720_1,Discover,Pending,420.0
29721_1,Amex,Pending,912.0
29722_1,Amex,Paid,600.0
29723_1,Visa,Paid,264.0
29724_1,MasterCard,Pending,183.0
29725_1,Discover,Pending,496.0
29726_1,Amex,Pending,166.0
29727_1,Amex,Pending,900.0
29728_1,Discover,Paid,355.0
29729_1,Visa,Pending,544.0
29731_1,Visa,Paid,808.0
29732_1,MasterCard,Paid,440.0
29733_1,Amex,Pending,332.0
29734_1,Cash,Pending,69.0
29735_1,MasterCard,Pending,133.0
29736_1,Cash,Pending,720.0
29738_1,Amex,Pending,149.0
29739_1,MasterCard,Pending,464.0
29740_1,MasterCard,Pending,192.0
29741_1,Discover,Pending,292.0
29742_1,MasterCard,Pending,606.0
29743_1,Discover,Pending,268.0
29744_1,Cash,Pending,73.0
29745_1,MasterCard,Pending,246.0
29746_1,Cash,Pending,454.0
29747_1,Amex,Paid,248.0
29748_1,Amex,Paid,345.0
29749_1,Amex,Pending,204.0
29750_1,Discover,Paid,1150.0
29752_1,Amex,Paid,669.0
29754_1,Cash,Paid,395.0
29755_1,Amex,Pending,1000.0
29756_1,MasterCard,Paid,454.0
29757_1,Amex,Paid,663.0
29758_1,Discover,Paid,1000.0
29759_1,MasterCard,Pending,189.0
29760_1,Cash,Paid,1130.0
29761_1,Amex,Pending,126.0
29762_1,Amex,Pending,420.0
29763_1,Discover,Paid,390.0
29764_1,Cash,Paid,1250.0
29765_1,Visa,Paid,71.0
29766_1,Amex,Paid,298.0
29767_1,Amex,Paid,134.0
29768_1,MasterCard,Paid,234.0
29769_1,Cash,Paid,1075.0
29770_1,MasterCard,Pending,438.0
29772_1,Discover,Paid,568.0
29773_1,MasterCard,Paid,408.0
29774_1,Discover,Pending,690.0
29776_1,Visa,Pending,642.0
29777_1,Cash,Paid,605.0
29778_1,Cash,Pending,61.0
29779_1,Amex,Pending,136.0
29780_1,Visa,Pending,375.0
29781_1,Discover,Paid,872.0
29782_1,Discover,Pending,240.0
29783_1,Cash,Paid,992.0
29784_1,Amex,Pending,610.0
29785_1,Amex,Paid,81.0
29786_1,Discover,Paid,204.0
29787_1,Cash,Pending,178.0
29788_1,Discover,Pending,852.0
29789_1,Amex,Pending,235.0
29790_1,Amex,Paid,249.0
29791_1,Visa,Paid,288.0
29792_1,Visa,Paid,1225.0
29793_1,Amex,Paid,360.0
29794_1,MasterCard,Pending,60.0
29795_1,Amex,Pending,240.0
29796_1,Amex,Pending,640.0
29798_1,Cash,Pending,387.0
29800_1,Cash,Paid,670.0
29801_1,MasterCard,Paid,140.0
29803_1,Amex,Pending,405.0
29805_1,Amex,Paid,378.0
29806_1,Amex,Pending,715.0
29807_1,MasterCard,Pending,428.0
29808_1,Amex,Pending,232.0
29809_1,Visa,Paid,130.0
29810_1,Amex,Pending,725.0
29811_1,MasterCard,Pending,600.0
29812_1,MasterCard,Pending,221.0
29813_1,MasterCard,Pending,1075.0
29814_1,Discover,Pending,355.0
29817_1,Visa,Paid,444.0
29819_1,Cash,Pending,432.0
29820_1,Discover,Paid,340.0
29821_1,Discover,Pending,67.0
29822_1,Amex,Paid,600.0
29823_1,MasterCard,Pending,732.0
29824_1,MasterCard,Pending,723.0
29826_1,Visa,Paid,135.0
29827_1,Amex,Paid,714.0
29828_1,Cash,Paid,740.0
29829_1,Discover,Pending,120.0
29830_1,MasterCard,Paid,375.0
29831_1,MasterCard,Paid,305.0
29832_1,Visa,Paid,201.0
29833_1,MasterCard,Pending,375.0
29834_1,Cash,Pending,414.0
29835_1,Amex,Pending,730.0
29836_1,Discover,Paid,1110.0
29837_1,MasterCard,Pending,816.0
29838_1,Discover,Paid,125.0
29839_1,Cash,Pending,444.0
29840_1,Amex,Paid,836.0
29842_1,MasterCard,Paid,393.0
29843_1,Amex,Paid,310.0
29844_1,Cash,Pending,134.0
29845_1,Cash,Pending,234.0
29846_1,MasterCard,Pending,492.0
29847_1,Visa,Paid,675.0
29848_1,Cash,Pending,1160.0
29849_1,MasterCard,Pending,242.0
29850_1,Amex,Paid,268.0
29851_1,MasterCard,Paid,88.0
29852_1,MasterCard,Pending,425.0
29853_1,Cash,Paid,82.0
29854_1,Visa,Paid,218.0
29855_1,Visa,Pending,936.0
29856_1,Visa,Paid,556.0
29857_1,Amex,Pending,1025.0
29858_1,Discover,Pending,162.0
29859_1,Amex,Pending,496.0
29860_1,Discover,Pending,430.0
29861_1,MasterCard,Pending,429.0
29862_1,Amex,Pending,710.0
29864_1,Discover,Paid,468.0
29865_1,Cash,Paid,225.0
29866_1,MasterCard,Paid,278.0
29867_1,Amex,Paid,1090.0
29868_1,Cash,Pending,246.0
29869_1,MasterCard,Pending,87.0
29870_1,Amex,Paid,415.0
29871_1,Visa,Pending,233.0
29872_1,Amex,Paid,272.0
29875_1,Visa,Pending,225.0
29876_1,Amex,Paid,261.0
29877_1,MasterCard,Paid,284.0
29878_1,MasterCard,Pending,280.0
29879_1,Visa,Paid,348.0
29880_1,Amex,Pending,606.0
29881_1,Discover,Pending,264.0
29882_1,Visa,Paid,450.0
29884_1,MasterCard,Paid,268.0
29885_1,Amex,Paid,500.0
29886_1,MasterCard,Pending,267.0
29888_1,Cash,Pending,219.0
29889_1,Amex,Pending,808.0
29890_1,Amex,Pending,868.0
29891_1,Discover,Paid,70.0
29892_1,MasterCard,Pending,350.0
29893_1,Amex,Pending,225.0
29894_1,Cash,Pending,146.0
29895_1,Discover,Paid,89.0
29896_1,Visa,Paid,430.0
29897_1,Discover,Pending,476.0
29898_1,Discover,Paid,85.0
29899_1,Discover,Pending,1245.0
29901_1,Discover,Paid,492.0
29902_1,Visa,Pending,385.0
29903_1,Discover,Pending,400.0
29904_1,Discover,Paid,211.0
29905_1,Cash,Paid,234.0
29906_1,Cash,Paid,156.0
29907_1,Discover,Paid,702.0
29909_1,Discover,Pending,246.0
29910_1,Discover,Paid,141.0
29912_1,Visa,Pending,660.0
29913_1,Visa,Pending,610.0
29914_1,Amex,Paid,266.0
29915_1,Cash,Paid,410.0
29917_1,Amex,Paid,693.0
29918_1,Amex,Pending,300.0
29920_1,Amex,Paid,255.0
29921_1,Discover,Paid,128.0
29922_1,Discover,Paid,244.0
29923_1,Cash,Pending,836.0
29924_1,Discover,Paid,236.0
29926_1,MasterCard,Paid,88.0
29927_1,Amex,Pending,308.0
29928_1,MasterCard,Paid,125.0
29930_1,Cash,Pending,142.0
29931_1,Visa,Pending,140.0
29932_1,Visa,Pending,61.0
29933_1,Discover,Paid,576.0
29934_1,Cash,Pending,411.0
29936_1,MasterCard,Pending,218.0
29937_1,Discover,Pending,170.0
29938_1,Visa,Pending,138.0
29939_1,Discover,Paid,348.0
29940_1,MasterCard,Pending,170.0
29941_1,MasterCard,Pending,205.0
29942_1,Visa,Pending,146.0
29944_1,Cash,Pending,360.0
29946_1,Visa,Pending,247.0
29948_1,Visa,Pending,186.0
29949_1,Amex,Paid,735.0
29950_1,MasterCard,Paid,735.0
29951_1,Visa,Paid,396.0
29952_1,Discover,Paid,584.0
29953_1,Discover,Pending,61.0
29954_1,Amex,Pending,684.0
29955_1,MasterCard,Pending,1065.0
29956_1,Cash,Pending,663.0
29957_1,Visa,Pending,588.0
29958_1,Visa,Pending,158.0
29959_1,Amex,Paid,808.0
29960_1,Cash,Pending,384.0
29961_1,MasterCard,Pending,639.0
29962_1,Visa,Pending,264.0
29963_1,Discover,Paid,62.0
29964_1,Amex,Pending,681.0
29965_1,Discover,Pending,201.0
29966_1,MasterCard,Pending,292.0
29968_1,Visa,Pending,618.0
29969_1,Visa,Paid,237.0
29970_1,Discover,Pending,128.0
29971_1,Cash,Paid,705.0
29973_1,Visa,Pending,640.0
29974_1,Visa,Pending,520.0
29975_1,Visa,Paid,1200.0
29976_1,MasterCard,Paid,298.0
29977_1,Discover,Pending,135.0
29978_1,Visa,Pending,239.0
29979_1,Discover,Paid,261.0
29980_1,Amex,Pending,588.0
29981_1,Amex,Paid,67.0
29983_1,Amex,Pending,1215.0
29984_1,Visa,Paid,723.0
29985_1,MasterCard,Pending,395.0
29986_1,Visa,Pending,235.0
29987_1,Discover,Paid,134.0
29988_1,MasterCard,Pending,360.0
29989_1,MasterCard,Pending,424.0
29990_1,Amex,Paid,72.0
29992_1,Cash,Pending,282.0
29993_1,Discover,Paid,976.0
29994_1,Cash,Pending,122.0
29995_1,Discover,Paid,146.0
29996_1,Visa,Pending,430.0
29997_1,Discover,Pending,122.0
29998_1,Cash,Pending,681.0
29999_1,Cash,Pending,213.0
30000_1,MasterCard,Pending,464.0
30001_1,Amex,Pending,1040.0
30002_1,Amex,Pending,482.0
30003_1,Discover,Pending,482.0
30004_1,MasterCard,Pending,87.0
30006_1,Visa,Paid,492.0
30007_1,Amex,Paid,164.0
30008_1,MasterCard,Paid,610.0
30009_1,Cash,Pending,378.0
30010_1,Visa,Pending,270.0
30011_1,Amex,Paid,219.0
30012_1,Cash,Paid,504.0
30013_1,Visa,Pending,340.0
30014_1,Discover,Pending,65.0
30015_1,Amex,Pending,315.0
30017_1,Discover,Pending,663.0
30018_1,Cash,Paid,294.0
30019_1,Discover,Paid,243.0
30020_1,MasterCard,Pending,496.0
30022_1,Discover,Pending,1235.0
30023_1,Amex,Paid,90.0
30026_1,MasterCard,Pending,572.0
30027_1,Amex,Paid,920.0
30030_1,Cash,Paid,410.0
30031_1,MasterCard,Paid,82.0
30032_1,MasterCard,Pending,1005.0
30033_1,Cash,Pending,723.0
30034_1,Cash,Pending,399.0
30035_1,Discover,Paid,216.0
30036_1,Visa,Pending,428.0
30037_1,Discover,Pending,484.0
30038_1,Discover,Paid,669.0
30039_1,Cash,Pending,375.0
30040_1,Discover,Paid,241.0
30041_1,Cash,Paid,272.0
30042_1,Visa,Pending,166.0
30043_1,MasterCard,Pending,250.0
30044_1,Cash,Pending,405.0
30045_1,Discover,Paid,687.0
30046_1,Discover,Paid,488.0
30047_1,MasterCard,Pending,360.0
30048_1,Discover,Pending,220.0
30049_1,MasterCard,Pending,300.0
30050_1,Amex,Paid,690.0
30051_1,Cash,Pending,144.0
30052_1,Cash,Pending,254.0
30053_1,Discover,Pending,280.0
30054_1,Cash,Pending,556.0
30056_1,Amex,Paid,154.0
30057_1,Amex,Pending,248.0
30058_1,Amex,Pending,201.0
30059_1,MasterCard,Paid,60.0
30060_1,Discover,Pending,651.0
30061_1,Visa,Paid,134.0
30062_1,Discover,Pending,441.0
30063_1,Visa,Pending,488.0
30065_1,Visa,Paid,699.0
30066_1,Cash,Pending,390.0
30067_1,Cash,Paid,68.0
30068_1,MasterCard,Pending,320.0
30069_1,Cash,Paid,332.0
30070_1,Amex,Pending,195.0
30071_1,Discover,Paid,264.0
30072_1,Visa,Pending,984.0
30073_1,Discover,Pending,284.0
30074_1,Discover,Paid,420.0
30075_1,MasterCard,Paid,380.0
30076_1,Visa,Paid,240.0
30077_1,Visa,Paid,238.0
30078_1,Visa,Paid,412.0
30079_1,Amex,Pending,219.0
30080_1,Discover,Paid,415.0
30081_1,Amex,Pending,414.0
30083_1,Visa,Pending,435.0
30084_1,Discover,Pending,452.0
30085_1,Amex,Pending,428.0
30086_1,MasterCard,Pending,146.0
30087_1,MasterCard,Paid,63.0
30088_1,MasterCard,Paid,500.0
30089_1,Discover,Pending,126.0
30090_1,Visa,Paid,812.0
30091_1,MasterCard,Paid,294.0
30092_1,Discover,Pending,660.0
30093_1,Amex,Paid,140.0
30094_1,MasterCard,Pending,1010.0
30095_1,MasterCard,Paid,355.0
30096_1,Amex,Paid,621.0
30097_1,Amex,Pending,384.0
30098_1,Visa,Pending,80.0
30099_1,Discover,Paid,968.0
30100_1,Discover,Paid,237.0
30101_1,Amex,Pending,366.0
30103_1,Cash,Pending,138.0
30104_1,MasterCard,Pending,380.0
30105_1,Discover,Paid,1245.0
30106_1,Amex,Pending,189.0
30107_1,Amex,Pending,540.0
30108_1,Amex,Pending,139.0
30109_1,Amex,Pending,204.0
30110_1,MasterCard,Paid,203.0
30111_1,Discover,Pending,280.0
30112_1,Cash,Paid,64.0
30113_1,Discover,Pending,372.0
30114_1,Amex,Pending,868.0
30115_1,MasterCard,Pending,1240.0
30116_1,Cash,Paid,908.0
30118_1,MasterCard,Paid,402.0
30120_1,Discover,Pending,400.0
30121_1,Discover,Paid,274.0
30122_1,Visa,Paid,137.0
30123_1,Cash,Paid,247.0
30125_1,Discover,Paid,162.0
30126_1,Amex,Pending,1065.0
30127_1,Discover,Pending,147.0
30128_1,MasterCard,Pending,88.0
30129_1,Discover,Paid,356.0
30130_1,Amex,Pending,496.0
30131_1,MasterCard,Paid,844.0
30132_1,Cash,Pending,412.0
30134_1,Cash,Pending,272.0
30135_1,Amex,Pending,312.0
30137_1,Discover,Paid,486.0
30138_1,Cash,Paid,705.0
30139_1,MasterCard,Paid,282.0
30140_1,Cash,Pending,300.0
30141_1,MasterCard,Pending,345.0
30142_1,Discover,Pending,150.0
30143_1,Amex,Paid,160.0
30144_1,Amex,Paid,225.0
30145_1,Visa,Paid,492.0
30146_1,Discover,Paid,568.0
30147_1,MasterCard,Pending,635.0
30149_1,Amex,Pending,932.0
30150_1,Cash,Pending,203.0
30152_1,MasterCard,Paid,385.0
30153_1,Discover,Pending,252.0
30154_1,Visa,Paid,62.0
30155_1,Visa,Paid,209.0
30156_1,Discover,Paid,450.0
30158_1,Amex,Paid,405.0
30159_1,MasterCard,Paid,705.0
30160_1,Cash,Paid,260.0
30161_1,Cash,Paid,63.0
30162_1,Amex,Pending,286.0
30163_1,Discover,Pending,246.0
30165_1,Visa,Paid,144.0
30166_1,MasterCard,Pending,272.0
30167_1,Cash,Paid,336.0
30169_1,MasterCard,Paid,130.0
30170_1,Discover,Pending,138.0
30171_1,Amex,Pending,952.0
30173_1,Discover,Pending,126.0
30174_1,Amex,Paid,580.0
30175_1,Amex,Pending,258.0
30176_1,Amex,Pending,458.0
30177_1,Cash,Pending,125.0
30178_1,Amex,Paid,213.0
30180_1,Cash,Pending,278.0
30181_1,Discover,Pending,750.0
30183_1,MasterCard,Pending,1160.0
30184_1,Discover,Pending,1190.0
30186_1,Discover,Pending,255.0
30187_1,Discover,Pending,305.0
30189_1,Amex,Pending,956.0
30190_1,Visa,Paid,249.0
30191_1,Cash,Pending,400.0
30192_1,MasterCard,Pending,296.0
30193_1,Discover,Pending,223.0
30194_1,MasterCard,Pending,420.0
30197_1,Cash,Pending,164.0
30198_1,Discover,Pending,1230.0
30199_1,Discover,Paid,948.0
30200_1,Cash,Pending,150.0
30201_1,MasterCard,Pending,213.0
30202_1,MasterCard,Pending,335.0
30203_1,Amex,Paid,121.0
30204_1,Cash,Pending,715.0
30205_1,Cash,Pending,296.0
30206_1,MasterCard,Pending,304.0
30207_1,Amex,Pending,201.0
30208_1,Visa,Paid,678.0
30209_1,Cash,Pending,166.0
30210_1,Visa,Pending,685.0
30211_1,Amex,Pending,170.0
30212_1,Cash,Pending,912.0
30213_1,Discover,Paid,900.0
30215_1,MasterCard,Paid,126.0
30216_1,Amex,Paid,166.0
30217_1,Discover,Pending,270.0
30218_1,Amex,Pending,84.0
30219_1,Amex,Pending,365.0
30220_1,Amex,Pending,280.0
30221_1,Amex,Paid,270.0
30222_1,Cash,Paid,228.0
30223_1,Cash,Paid,500.0
30224_1,Discover,Pending,168.0
30226_1,MasterCard,Pending,735.0
30227_1,MasterCard,Paid,274.0
30228_1,Visa,Pending,352.0
30229_1,Discover,Pending,144.0
30230_1,MasterCard,Paid,292.0
30231_1,Cash,Paid,415.0
30232_1,Discover,Paid,405.0
30233_1,Discover,Pending,400.0
30234_1,MasterCard,Pending,665.0
30236_1,Cash,Paid,699.0
30237_1,Visa,Paid,812.0
30238_1,MasterCard,Pending,258.0
30239_1,Visa,Paid,71.0
30241_1,Visa,Paid,152.0
30244_1,Discover,Pending,418.0
30245_1,MasterCard,Paid,723.0
30246_1,MasterCard,Paid,230.0
30247_1,Amex,Pending,236.0
30249_1,Visa,Paid,225.0
30250_1,Amex,Paid,560.0
30251_1,Discover,Pending,375.0
30252_1,Visa,Paid,248.0
30253_1,Discover,Paid,127.0
30254_1,Discover,Pending,625.0
30256_1,Cash,Paid,122.0
30257_1,Amex,Pending,205.0
30258_1,Visa,Pending,620.0
30259_1,Cash,Paid,223.0
30260_1,MasterCard,Pending,266.0
30261_1,Cash,Paid,544.0
30262_1,Cash,Pending,387.0
30264_1,Amex,Paid,83.0
30266_1,Cash,Paid,122.0
30267_1,Discover,Pending,132.0
30268_1,MasterCard,Paid,204.0
30269_1,Discover,Paid,75.0
30270_1,Cash,Pending,432.0
30272_1,Cash,Pending,168.0
30273_1,Cash,Paid,884.0
30275_1,Visa,Pending,1150.0
30276_1,Amex,Paid,480.0
30277_1,MasterCard,Pending,445.0
30278_1,Amex,Paid,1110.0
30280_1,Discover,Paid,266.0
30281_1,Visa,Pending,408.0
30282_1,Cash,Paid,1055.0
30284_1,Amex,Paid,904.0
30286_1,Amex,Pending,1035.0
30287_1,Amex,Pending,396.0
30288_1,Visa,Pending,645.0
30289_1,Discover,Pending,142.0
30291_1,Visa,Pending,158.0
30292_1,Visa,Paid,498.0
30293_1,MasterCard,Pending,300.0
30294_1,Cash,Pending,615.0
30296_1,MasterCard,Paid,81.0
30297_1,Visa,Pending,520.0
30298_1,Discover,Paid,729.0
30299_1,Amex,Pending,134.0
30300_1,MasterCard,Paid,750.0
30301_1,Visa,Pending,148.0
30303_1,Visa,Pending,240.0
30304_1,Visa,Paid,340.0
30305_1,Discover,Paid,500.0
30306_1,Discover,Pending,420.0
30308_1,Cash,Paid,400.0
30309_1,Cash,Pending,284.0
30310_1,Visa,Pending,630.0
30312_1,Amex,Pending,429.0
30313_1,Visa,Pending,390.0
30314_1,Cash,Paid,240.0
30315_1,Discover,Pending,207.0
30316_1,Discover,Paid,714.0
30318_1,Amex,Pending,430.0
30319_1,MasterCard,Paid,730.0
30320_1,MasterCard,Paid,420.0
30321_1,Discover,Pending,143.0
30322_1,Cash,Pending,399.0
30323_1,Visa,Pending,154.0
30324_1,Discover,Pending,87.0
30325_1,Discover,Paid,216.0
30326_1,Discover,Paid,720.0
30327_1,Cash,Pending,142.0
30328_1,Cash,Pending,655.0
30330_1,Visa,Pending,72.0
30331_1,MasterCard,Pending,405.0
30332_1,Visa,Paid,213.0
30333_1,MasterCard,Paid,1170.0
30334_1,Visa,Pending,430.0
30335_1,Visa,Paid,494.0
30336_1,Discover,Pending,1050.0
30337_1,Discover,Paid,207.0
30338_1,Discover,Pending,612.0
30339_1,Visa,Pending,426.0
30340_1,Visa,Paid,500.0
30341_1,Amex,Pending,745.0
30342_1,Visa,Paid,146.0
30343_1,Discover,Pending,670.0
30344_1,Visa,Pending,87.0
30345_1,Amex,Paid,310.0
30346_1,Discover,Pending,714.0
30347_1,MasterCard,Paid,240.0
30349_1,Discover,Pending,717.0
30350_1,MasterCard,Paid,636.0
30351_1,Amex,Paid,294.0
30352_1,Visa,Paid,695.0
30353_1,MasterCard,Paid,213.0
30354_1,Cash,Paid,375.0
30355_1,Visa,Pending,1070.0
30356_1,Visa,Paid,1120.0
30358_1,Visa,Paid,272.0
30359_1,MasterCard,Pending,131.0
30360_1,Amex,Pending,320.0
30362_1,Discover,Pending,633.0
30363_1,MasterCard,Pending,172.0
30364_1,Cash,Pending,666.0
30365_1,MasterCard,Paid,426.0
30366_1,Visa,Pending,896.0
30368_1,MasterCard,Paid,148.0
30369_1,Cash,Pending,312.0
30370_1,Amex,Paid,665.0
30372_1,Cash,Pending,375.0
30373_1,Cash,Pending,144.0
30374_1,Cash,Pending,425.0
30375_1,MasterCard,Pending,956.0
30376_1,Cash,Paid,131.0
30378_1,Visa,Paid,484.0
30379_1,MasterCard,Pending,620.0
30380_1,MasterCard,Paid,134.0
30381_1,MasterCard,Paid,248.0
30382_1,Amex,Paid,544.0
30383_1,MasterCard,Pending,400.0
30384_1,Discover,Paid,252.0
30385_1,Visa,Pending,133.0
30386_1,Discover,Pending,65.0
30387_1,Discover,Pending,710.0
30388_1,MasterCard,Paid,1210.0
30390_1,Cash,Paid,316.0
30391_1,Discover,Pending,735.0
30393_1,Cash,Pending,726.0
30394_1,Discover,Paid,635.0
30398_1,Cash,Paid,852.0
30399_1,Cash,Paid,429.0
30400_1,MasterCard,Paid,121.0
30401_1,MasterCard,Paid,432.0
30402_1,MasterCard,Pending,189.0
30404_1,Discover,Pending,980.0
30405_1,Amex,Pending,82.0
30406_1,Discover,Pending,231.0
30407_1,Discover,Pending,62.0
30408_1,Cash,Pending,61.0
30409_1,MasterCard,Paid,741.0
30410_1,Amex,Pending,80.0
30411_1,Discover,Pending,1085.0
30412_1,Amex,Paid,143.0
30414_1,Amex,Paid,840.0
30415_1,Amex,Paid,588.0
30416_1,Visa,Paid,170.0
30417_1,Visa,Paid,158.0
30418_1,Visa,Paid,468.0
30420_1,Amex,Pending,444.0
30421_1,Cash,Paid,336.0
30422_1,Amex,Paid,896.0
30423_1,Discover,Paid,366.0
30424_1,Cash,Paid,278.0
30425_1,MasterCard,Paid,356.0
30426_1,Visa,Pending,445.0
30427_1,MasterCard,Pending,202.0
30428_1,Discover,Pending,695.0
30429_1,Amex,Paid,384.0
30430_1,Visa,Paid,375.0
30431_1,Cash,Paid,556.0
30432_1,Visa,Paid,124.0
30434_1,Discover,Paid,198.0
30436_1,Amex,Paid,272.0
30437_1,Amex,Pending,216.0
30440_1,Amex,Pending,395.0
30442_1,Amex,Paid,696.0
30444_1,Cash,Paid,68.0
30446_1,Cash,Paid,588.0
30447_1,Amex,Paid,204.0
30448_1,Cash,Paid,276.0
30450_1,Amex,Paid,440.0
30451_1,Discover,Pending,612.0
30452_1,Amex,Paid,213.0
30453_1,MasterCard,Pending,232.0
30455_1,MasterCard,Pending,122.0
30456_1,MasterCard,Paid,872.0
30457_1,Visa,Pending,414.0
30458_1,Cash,Pending,1170.0
30460_1,Visa,Pending,366.0
30461_1,Cash,Pending,952.0
30462_1,MasterCard,Pending,685.0
30465_1,Amex,Pending,143.0
30467_1,Amex,Pending,387.0
30468_1,MasterCard,Pending,1230.0
30469_1,Discover,Pending,420.0
30470_1,MasterCard,Pending,139.0
30471_1,Amex,Pending,178.0
30472_1,Discover,Pending,237.0
30473_1,Amex,Paid,148.0
30474_1,Cash,Pending,516.0
30476_1,Cash,Pending,252.0
30477_1,Visa,Paid,393.0
30479_1,Visa,Paid,246.0
30480_1,Discover,Paid,239.0
30481_1,Amex,Pending,240.0
30483_1,MasterCard,Paid,399.0
30484_1,Discover,Paid,298.0
30485_1,Cash,Pending,240.0
30486_1,MasterCard,Pending,147.0
30488_1,Visa,Pending,816.0
30489_1,Cash,Paid,216.0
30490_1,MasterCard,Pending,260.0
30491_1,Visa,Pending,410.0
30492_1,Amex,Paid,74.0
30493_1,Visa,Paid,246.0
30494_1,Visa,Pending,580.0
30495_1,Amex,Pending,128.0
30496_1,Visa,Pending,660.0
30497_1,Discover,Pending,266.0
30498_1,Visa,Paid,832.0
30499_1,Discover,Paid,445.0
30500_1,MasterCard,Pending,274.0
30501_1,Cash,Pending,1110.0
30503_1,Visa,Pending,450.0
30504_1,MasterCard,Pending,964.0
30505_1,Amex,Pending,1035.0
30506_1,Cash,Pending,486.0
30507_1,Discover,Pending,588.0
30508_1,Discover,Paid,252.0
30509_1,Amex,Pending,315.0
30510_1,MasterCard,Pending,356.0
30511_1,Cash,Paid,1040.0
30512_1,Amex,Paid,435.0
30513_1,Discover,Paid,237.0
30514_1,Visa,Pending,1080.0
30515_1,Discover,Pending,924.0
30516_1,MasterCard,Paid,90.0
30517_1,Amex,Paid,920.0
30519_1,Visa,Paid,384.0
30520_1,MasterCard,Pending,170.0
30521_1,Discover,Pending,180.0
30522_1,Visa,Paid,524.0
30524_1,MasterCard,Pending,120.0
30525_1,Amex,Pending,67.0
30526_1,Discover,Pending,670.0
30528_1,Amex,Pending,710.0
30530_1,Amex,Paid,360.0
30531_1,Visa,Paid,201.0
30532_1,MasterCard,Pending,618.0
30533_1,MasterCard,Pending,1185.0
30534_1,Amex,Paid,148.0
30535_1,MasterCard,Pending,234.0
30536_1,Discover,Paid,136.0
30537_1,Visa,Pending,741.0
30538_1,Cash,Paid,669.0
30539_1,MasterCard,Pending,715.0
30540_1,Cash,Paid,355.0
30541_1,Cash,Pending,600.0
30542_1,Visa,Paid,82.0
30543_1,Discover,Paid,500.0
30544_1,Discover,Paid,325.0
30545_1,MasterCard,Paid,400.0
30546_1,MasterCard,Pending,884.0
30547_1,Amex,Paid,67.0
30549_1,Discover,Pending,512.0
30550_1,Cash,Pending,411.0
30551_1,MasterCard,Pending,255.0
30552_1,Cash,Pending,282.0
30553_1,Cash,Paid,952.0
30554_1,Amex,Paid,215.0
30557_1,Amex,Paid,596.0
30559_1,Cash,Paid,270.0
30560_1,Discover,Paid,1185.0
30561_1,Discover,Pending,417.0
30562_1,Discover,Paid,350.0
30563_1,Visa,Paid,344.0
30564_1,MasterCard,Paid,201.0
30565_1,Visa,Pending,268.0
30566_1,Amex,Paid,294.0
30568_1,Discover,Pending,1205.0
30569_1,Amex,Pending,352.0
30570_1,Visa,Paid,222.0
30572_1,Discover,Pending,708.0
30573_1,Visa,Paid,480.0
30574_1,Cash,Pending,140.0
30575_1,MasterCard,Pending,278.0
30576_1,MasterCard,Paid,665.0
30577_1,MasterCard,Paid,267.0
30578_1,Discover,Paid,210.0
30579_1,Amex,Pending,258.0
30580_1,MasterCard,Paid,916.0
30582_1,Amex,Pending,264.0
30583_1,MasterCard,Pending,138.0
30584_1,MasterCard,Paid,84.0
30585_1,Discover,Paid,414.0
30587_1,Cash,Paid,564.0
30588_1,Amex,Paid,276.0
30589_1,Cash,Pending,432.0
30590_1,Cash,Pending,152.0
30591_1,MasterCard,Pending,248.0
30592_1,Discover,Pending,624.0
30593_1,MasterCard,Pending,615.0
30594_1,Amex,Paid,740.0
30595_1,Amex,Paid,1250.0
30596_1,Amex,Pending,90.0
30597_1,MasterCard,Paid,66.0
30598_1,Visa,Paid,824.0
30599_1,Amex,Paid,627.0
30600_1,Visa,Paid,200.0
30601_1,Visa,Pending,400.0
30602_1,Cash,Pending,928.0
30603_1,Discover,Paid,132.0
30604_1,MasterCard,Pending,1140.0
30605_1,Visa,Paid,804.0
30607_1,Amex,Pending,592.0
30608_1,Visa,Pending,576.0
30611_1,MasterCard,Paid,61.0
30612_1,MasterCard,Paid,414.0
30613_1,Visa,Paid,936.0
30614_1,Cash,Pending,450.0
30615_1,Visa,Pending,71.0
30616_1,Visa,Paid,61.0
30618_1,Discover,Pending,142.0
30619_1,MasterCard,Paid,120.0
30621_1,Visa,Paid,240.0
30623_1,MasterCard,Paid,256.0
30624_1,Cash,Paid,630.0
30625_1,Amex,Paid,296.0
30627_1,Amex,Paid,240.0
30629_1,Discover,Pending,84.0
30630_1,Discover,Pending,498.0
30631_1,MasterCard,Paid,65.0
30632_1,Discover,Pending,1065.0
30633_1,Visa,Paid,150.0
30634_1,MasterCard,Pending,750.0
30635_1,MasterCard,Paid,244.0
30637_1,Discover,Paid,375.0
30638_1,Visa,Paid,685.0
30640_1,Amex,Pending,406.0
30642_1,MasterCard,Paid,844.0
